word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
глянец	Нукри вечно опаздывал, потому что никогда не выходил из дома без полного глянца.	Потом еще старательнее, чем в прошлый раз, я вымыл полы, навел содой <b><i>глянец</i></b> на сантехнику и посуду; кастрюли и чайник откипятил в ведре с мыльной водой.	LATER	1.6	2	1	1	1	3
глянец	Образуется тонкая блестящая пленка, которая и придает корке характерный <b><i>глянец.</i></b>	И только стёкол выступали глянцы.	EARLIER	3.2	4	3	2	3	4
глянец	"Она -- ""женщина, <b><i>глянец</i></b> наводящая""."	Широкие ниспадающие лепестки -- с уже дряблым глянцем -- ложились в ладонь, как большие влажные бабочки.	LATER	1.8	2	1	1	2	3
глянец	Приехала в их большое здание, приютившее множество редакций, в очередной <b><i>глянец,</i></b> переподписать какой-то договор.	"Шахри Амирханова, элегантнейшая девица, светский персонаж, с двадцати лет главный редактор благородного глянца (Harper""s Bazaar, пилотная версия Tatler), и не сомневается, что успех звездного мира в его сказочной природе: ""Все хотят верить в сказку."	LATER	2.2	1	4	4	1	1
глянец	Притертый полозьями <b><i>глянец</i></b> дороги, серая ветошь неба, лес немой, смертно сонный.	Маленькими смуглыми руками, покрытыми редким глянцем волоса, щупал Сергей Платонович Мохов жизнь со всех сторон.	EARLIER	3.2	4	2	4	4	2
глянец	С точки зрения полиграфиста, нынешняя экспозиция в большей степени отражала книгоиздательское дело, чем это было до сих пор, хотя выставочный <b><i>глянец,</i></b> конечно же, присутствовал.	Затем опять наносится красящая жидкость, и вся операция повторяется тем же порядком второй раз, а затем и третий, только при третьем разе -- стволы не скоблят металлической щеткой, но лощат кожей, намоченной в деревянном масле, до получения желаемого глянца; затем, в течение 12 часов сушат и снова лощат кожей с деревянным маслом.	COMPARE	1.0	1	1	1	1	1
глянец	Скорость спуска, особенно после того как снег долго не выпадал и спусковая дорожка до глянца отполировывалась бушлатами и полушубками ребят, была очень большой.	Но вот однажды, это было в светлом апреле, я разложил все эти английские прелести в косом золотистом луче и только что отделал до глянца правую щеку, как ворвался, топоча, как лошадь, Егорыч в рваных сапожищах и доложил, что роды происходят в кустах у Заповедника над речушкой.	EARLIER	3.4	3	4	4	4	2
глянец	Сначала оживала слепая мошонка -- две морщинистых шишки потихоньку набухали, обтягиваясь кожистым черным глянцем.	Великие фигуры вроде Петра, успешные и энергичные, теряют весь свой хрестоматийный <b><i>глянец</i></b> и стушевываются, а героями видятся люди, которые укрепляли совсем другие устои, не государственные.	LATER	1.8	1	2	1	4	1
глянец	Соблазнял дам под грохот фортепиано, сочинял галиматью в женский <b><i>глянец.</i></b>	-- Да уж не Достоевский! -- коротко хохотнул Ефим, беря книгу и дробью пальцев проходя по глянцу обложки.	LATER	1.2	2	1	1	1	1
глянец	Сок из ягод этого кустарника, созревающих осенью, выжимается, как из винограда, и хранится в сосудах для наведения глянца на коже.	Но тот порхал уже на своей половине, гнулся и вертелся перед тесным зеркальцем, наводил <b><i>глянец</i></b> на ботинки, оттирал нашатырным спиртом воротник, выстригал нечто между ухом и носом, прислушивался к часам -- идут ли, заглядывал в свою настольную книгу, словарь иностранных слов, стремясь с ее помощью довести свое обаяние до ошеломительного блеска.	COMPARE	3.8	4	4	4	3	4
глянец	Солнце последний раз лизнуло <b><i>глянец</i></b> ставшей вдруг тяжелой маслянистой воды и утонуло в розово-желтой акварели запада.	Она что-то искала среди фотографий и вроде бы сразу не могла найти, а он видел из-за ее руки мелькающие на старинном глянце незнакомые лица пожилых мужчин, строго застывших, с кайзеровскими усами, на пробор причесанных, облитых тесными мундирами, -- подбородки жестко подпирали стоячие воротники, -- мужчин, по-домашнему расположившихся бок о бок с белолицыми женами в белых платьях, в окружении белокурых кудрявых детей; затем на блеске знойного песка возле танка возникла фигура молодого высокомерного офицера, на пилотку накинута маскировочная сетка, новенький Железный крест мерцал под кармашком черной танкистской куртки, и Никитин спросил: -- Кто этот офицер, госпожа Герберт -- Мой отец, господин Никитин.	EARLIER	3.2	4	3	2	4	3
глянец	"Спаситель Отечества Кутузов -- без хрестоматийного глянца Специальный номер журнала ""Родина"" (1992. 6--7), посвященный 180-летию Отечественной войны 1812 года, вызвал большой интерес наших читателей."	"Инструкция по наведению глянца В конце января представители крупного российского бизнеса, аудиторы и маркетологи обсуждали тему применения международных стандартов социальной отчетности компаний -- этому был посвящен специально организованный в столичном отеле ""Аэростар"" круглый стол."	LATER	2.4	1	4	1	3	3
глянец	Тем временем Марина была уже в конюшне и в чуланчике, где была развешена, на деревянных кольях, сбруя, обмахивала слегка запылившиеся хомуты, заранее уже, под <b><i>глянец,</i></b> вычищенные.	Пушистый платок сбился на плечи, снег порошил темные, до глянца гладкие волосы, меховая шубка распахнулась от предельного отчаянья.	EARLIER	3.0	2	2	4	3	4
глянец	То, что было рассеяно в воздухе, в снах и мечтах, ринулось к центру, сгустилось, сплотилось, и можно уже взять за руку это дивное диво, не дыша, ужасаясь счастью, поднять глаза; и перед вами будут другие глаза, за которыми сияет своя жизнь, отдельная от вашей и от всего мира, но сбереженная для вас, предающаяся вам всем своим особенным -- ожидающей улыбкой, завитком волос, нежным глянцем молодых губ, темной родинкой возле них.	И паркет не новый, но натертый до такого глянца, что казалось неловким идти по нему в сапогах.	EARLIER	3.0	4	4	3	3	1
глянец	Тускловатый <b><i>глянец</i></b> угольной кучи стерся.	Никитин расстегнул зашелестевший плащ, достал из бокового кармана план города, взятый в отеле, посмотрел на сеть улиц, сразу обсыпанную мелкими каплями дождя по глянцу бумаги, сказал, пряча план: -- Далековато отсюда.	COMPARE	2.6	3	4	1	1	4
глянец	УФ-краски являются высокоглянцевыми, их блеск сопоставим с глянцем колбасной оболочки, таким образом, печать выглядит как неотъемлемая ее часть.	Мимоходом он заглянул в соседнюю комнату: артист слился с роялем, в рояльном глянце покачивалась суровая -- точно именно ему доводилось усмирять восстание! -- и вместе с тем изысканная голова.	COMPARE	3.0	4	4	4	1	2
глянец	Шопен, соната номер два После первых осенних дождей серый пыльный большак почернел, умягчился упруго и был до глянца накатан автомобильными колесами.	По остаткам исцарапанного, кое-где вовсе облезшего лака еще можно было представить, как блестел когда-то, лет двадцать назад, светло-коричневым глянцем этот ящичек.	EARLIER	3.8	3	4	4	4	4
глянец	Щас мы ей <b><i>глянец</i></b> наведем да и загоним, вон хоть Андрею, машина-то почти новая, прошла всего тысяч двадцать, стояла ведь все время.	Как же ты.. ног-то она тебе не отдавила Кстати поразмело сугробистое небо, и лыжная колея заискрилась в солнце ломаным атласным глянцем.	COMPARE	2.0	4	1	1	3	1
глянец	"Это, если можно так сказать, новехонький ""Старый город"", в котором благородную седину и патину столетий, художественную неповторимость искусства старины заменили <b><i>глянец</i></b> и лакировка строительного модерна."	Его не интересовали ни мосты, ни каналы, ни кораблестроительство, и, хотя, собственно говоря, он должен был бы привыкнуть за пять лет -- да, ровно пять лет (тысяча пятьсот тридцать суток) -- пасмурного царствования к тому, чтобы усердно заниматься множеством вещей, возбуждавших в нем отвращение из-за их органической недоконченности в его сознании (где бесконечно и неутолимо совершенными оставались совсем другие вещи, никак не связанные с его королевским хозяйством), он испытывал изнурительное раздражение всякий раз, как приходилось соприкасаться не только с тем, что требовало от его свободного невежества лживой улыбки, но я с тем, что было не более чем <b><i>глянец</i></b> условности на бессмысленном и, может быть, даже отсутствующем предмете.	COMPARE	1.6	1	1	1	4	1
глянец	Я вопросительно оглянулся на хозяина, тот лишь покивал лысой головою, на которой, пятная <b><i>глянец</i></b> плешины, темнели крупные старческие веснушки.	Вислоусый, пропойского вида генерал Мамонтов, обычно неряшливый, но на этот раз подтянутый, блистающий сизым глянцем свежевыбритых щек, ходил по перрону, окруженный офицерами.	EARLIER	4.0	4	4	4	4	4
глянец	Я забрыкался и с ненавистью смотрел в волосатое, хмельное его лицо, обветренное и обмороженное до глянца.	Конь под ней был оседлан богатым седлом, нагрудная прозвездь и уздечка посверкивали серебром, даже крылья седла были нимало не обтерты, а подпруги и подушки лоснились глянцем добротной кожи.	EARLIER	3.6	4	3	4	4	3
гололед	"(Из ""Временных указаний по проведению зимнего обслуживания на дорогах ГДР"") Для химической борьбы с <b><i>гололедом</i></b> применяют хлориды."	Дождь, снег, <b><i>гололед</i></b> -- все это диктует свою езду.	EARLIER	3.8	4	4	4	4	3
гололед	-- Ничего не случилось -- О, нет, ничего, просто тут <b><i>гололед.</i></b>	Откуда-то из глубины начала пробиваться мыслишка о простеньком и страшном выходе: на улице чудовищный <b><i>гололед,</i></b> никто не удивится, если я вдруг не справлюсь с управлением где-нибудь на загородной дороге.	LATER	4.0	4	4	4	4	4
гололед	28 ноября 1983 г. Сегодня гнилой день: дождь не дождь, какая-то квелая сочь из серого упавшего на деревья неба, <b><i>гололед.</i></b>	<b><i>Гололед</i></b> -- это не только неудобства во время прогулки.	EARLIER	4.0	4	4	4	4	4
гололед	<b><i>Гололед</i></b> Не знаю, в какие года был на острове <b><i>гололед.</i></b>	Зима, <b><i>гололед.</i></b>	COMPARE	4.0	4	4	4	4	4
гололед	<b><i>Гололед</i></b> не <b><i>гололед</i></b> -- гонит с любой скоростью.	Известно, что на территории этого МУПа белгородцы из-за <b><i>гололеда</i></b> получили наибольшее число травм.	LATER	4.0	4	4	4	4	4
гололед	<b><i>Гололедица</i></b> или там <b><i>гололед</i></b> -- Щукин так до сих пор и не усвоил разницы.	Но во время распутицы и <b><i>гололеда</i></b> мучением для лошади и возчиков становились крутые въезды на мосты.	COMPARE	4.0	4	4	4	4	4
гололед	А <b><i>гололед</i></b> на самом деле был -- хоть стой, хоть падай.	"На санях я обгонял машины на шоссе, объезжал и разъезжался нормально даже в <b><i>гололед"".</i></b>"	COMPARE	3.8	4	4	4	4	3
гололед	А вокруг -- <b><i>гололед</i></b> или грязь (на которой все равно скользко).	Высокая стоимость подогрева -- это главная причина, по которой специалисты предпочитают другой способ борьбы с <b><i>гололедом</i></b> -- химический.	COMPARE	4.0	4	4	4	4	4
гололед	А еще потому нерассчитанно много потрачено было горючего, что давно стерлись шипы на траках гусениц, и буксование по <b><i>гололеду</i></b> стоило двойного, тройного расхода.	-- Я им, сукам, говорил, что нельзя в такой <b><i>гололед</i></b> выходить на линию! -- кричал водитель упавшего автобуса.	COMPARE	4.0	4	4	4	4	4
гололед	АУДИ ЦЕНТР СЕВЕР, официальный дилер AUDI Не опасаясь <b><i>гололеда</i></b> Осень и начало зимы -- традиционная пора проверки автомобиля на прочность.	Ну, а как же все-таки быть с <b><i>гололедом</i></b> Ю. Зайцев.	COMPARE	3.8	4	4	3	4	4
гололед	Буквально чудом остались живы пассажиры автобуса, который вынесло <b><i>гололедом</i></b> с дороги: он повис на опорной стенке, угрожая свалиться с высоты в несколько метров.	Эти перемычки существенно улучшают поперечные сцепные свойства и, следовательно, допускают движение по <b><i>гололеду</i></b> и укатанному снегу с большей скоростью.	LATER	4.0	4	4	4	4	4
гололед	В Москве для борьбы с <b><i>гололедом,</i></b> чтобы сократить вредное влияние солей, применяют смесь песка с добавкой 3-4% хлоридов.	-- Эй, мужик, у вас тут что -- <b><i>гололед</i></b> -- Ты чего, охренел, какой тут <b><i>гололед!</i></b>	EARLIER	4.0	4	4	4	4	4
гололед	В то время как в Москве тридцать машин столкнулись на кольцевой, решив, что уже <b><i>гололед.</i></b>	Мать жаловалась вчера по телефону: рассказывала подробно как шла в темноте и по <b><i>гололеду</i></b> в магазин, потом в аптеку, а там, за домом, -- арка, и в ней -- Ветер!	COMPARE	3.4	1	4	4	4	4
гололед	Да она с коромыслом и двумя полными ведрами в самый <b><i>гололед</i></b> ходила!	Выдержка из ответа на письмо По поручению Исполкома Моссовета Техническое управление рассмотрело Ваше письмо со справедливой критикой применения хлоридов для борьбы с <b><i>гололедом</i></b> на проезжей части и тротуарах улиц города как в чистом виде, так и в смесях с песком.	EARLIER	3.6	3	4	4	4	3
гололед	Дело было так: мартовским вечером 1989 года Игорь К., двигаясь на своем УАЗе по <b><i>гололеду</i></b> со скоростью 35 км/ч, пытался объехать с левой стороны автоприцеп, стоящий у обочины.	Скорость у машин небольшая, а если еще и <b><i>гололед,</i></b> дождь, мокрые листья, бывает, покрывают асфальт.	LATER	4.0	4	4	4	4	4
гололед	Допускает весьма уверенное движение по <b><i>гололеду.</i></b>	Летом в Санкт-Петербурге белые ночи, а зимой -- <b><i>гололед,</i></b> и очень сильный.	LATER	3.8	4	4	4	4	3
гололед	Если вы помните, оргкомитет конференции предупреждал гостей из других городов, что Санкт-Петербург очень опасное в смысле <b><i>гололеда</i></b> место.	Он вытащил из портфеля тетрадь, включил лампочку в потолке своего тихо по <b><i>гололеду</i></b> катящегося гроба и, приблизив тетрадь к близоруким глазам, стал листать ее, ища одно место.	COMPARE	2.8	4	1	4	1	4
гололед	Если не закапать прямо сейчас, завтра в горле наступит зима и <b><i>гололед,</i></b> а в голове ( пурга.	Получить деньги на ремонт с виновника аварии Снег, <b><i>гололед.</i></b>	LATER	3.4	4	1	4	4	4
гололед	Идти получалось все больше короткими шажками, на напряженных и чуть расставленных ногах -- <b><i>гололед</i></b> был нешуточный.	Мокрый снег и <b><i>гололед</i></b> встретили меня на участке, куда мы приехали на предпроектный анализ территории.	LATER	4.0	4	4	4	4	4
гололед	Из писем в редакцию О борьбе с <b><i>гололедом</i></b> Статья Ю.	"На скользкую тему В газете ""Вечерняя Москва"" от 1-го февраля 1968 года была помещена заметка инженера Г. Абрамова ""Хлориды против <b><i>гололеда"",</i></b> в которой высказывается одобрительное отношение к обработке проезжей части улиц города хлоридами солей, что при правильной дозировке не оказывает, якобы, разрушающего действия на металлические части автомобилей и кожаную обувь пешеходов."	EARLIER	4.0	4	4	4	4	4
гололед	Из-за краткой оттепели в верховьях Лосиной и Китама в тундре начинался <b><i>гололед.</i></b>	Взглянув в окно и увидев <b><i>гололед,</i></b> Турин позвонил в дирекцию и отказался ехать сегодня на концерт.	EARLIER	4.0	4	4	4	4	4
гололед	Их применяют в оттепель, в <b><i>гололед,</i></b> на насте.	Ну куда поедешь по <b><i>гололеду</i></b> Только машину побьешь и еще не известно, приедешь ли.	EARLIER	4.0	4	4	4	4	4
гололед	Как всегда в этих случаях, он вспоминает, что помнит, что знал в детские годы -- чем <b><i>гололед</i></b> отличается от <b><i>гололедицы.</i></b>	<b><i>Гололед.</i></b>	COMPARE	4.0	4	4	4	4	4
гололед	"Как же быть с <b><i>гололедом</i></b> ""Гололедица -- наледь, наморозь, тонкий ледяной слой по мерзлой земле""."	".. то каждый из нас знает слово ""гололед"" и наблюдал вставшие поперек улицы машины и даже аварии."	EARLIER	4.0	4	4	4	4	4
гололед	Количественно оно требует уточнения: <b><i>гололедом</i></b> называют слой льда толщиной от одного миллиметра и выше.	Так было ежедневно до того марта, в <b><i>гололед,</i></b> когда нога провалилась в пустоту, портфель выпал и кто-то сильный схватил за ворот, выволок на площадку.	EARLIER	3.4	2	4	4	4	3
гололед	Количество травм намного превышает показатели трехлетней давности, хотя тогда <b><i>гололед</i></b> был еще круче.	На дорогах был такой <b><i>гололед,</i></b> что машину то и дело бросало в стороны.	LATER	4.0	4	4	4	4	4
гололед	Крупные звенья отлично вгрызаются в грунт или спрессованный снег, однако при езде по <b><i>гололеду</i></b> неэффективны.	Впрочем, это через мгновение объяснилось иначе: за обкомовским домом, почти что впритык, тротуар уже не был расчищен, и, попав вслед за ним в полосу <b><i>гололеда,</i></b> они стали скользить, разгоняться и снова скользить, пока Нина их не одернула строгим и весьма своевременным свистом, потому что их добренький оказался уже на другой стороне, норовя незаметно нырнуть в невысокую подворотню.	LATER	4.0	4	4	4	4	4
гололед	"Машина одинаково хорошо ""проглатывала"" неглубокие швы между плитами автострады; не цепляя, карабкалась на бордюры; ехала по каменистой грунтовке, а когда в высокогорье температура упала до -1 градуса и автомобиль трогательно предупредил нас об опасности <b><i>гололеда,</i></b> чувствовалось, как ESP поправляет ошибки погоды и водителя."	Я говорю -- ну и чего смешного Он говорит -- <b><i>гололед.</i></b>	LATER	4.0	4	4	4	4	4
гололед	Местный центр, но -- тоже <b><i>гололед,</i></b> снующие туда-сюда люди проскальзываются то и дело.	Раньше улицы в Томске очищали от рыхлого снега, а во время <b><i>гололеда</i></b> взвозы и автобусные остановки посыпали шлаком или песком.	COMPARE	3.8	4	3	4	4	4
гололед	Можно сойти с ума и... тогда прощай <b><i>гололед,</i></b> метро и пивные, тогда все время -- это одно: психи, врачи, телевизор и много завтраков, обедов и ужинов, т[о] е[сть] Вселенная.	Трубопровод, не знающий светофоров и <b><i>гололеда,</i></b> легко справится и с этой задачей.	EARLIER	4.0	4	4	4	4	4
гололед	Мы не по гололёду катимся юзом, а вполне даже жмём на газ.	"""Соли -- оттаиватели дают возможность действенной борьбы с <b><i>гололедом"".</i></b>"	COMPARE	3.8	4	4	4	3	4
гололед	Мысль была такова: сегодня, на всей этой длинной дороге, -- на всей дороге с ее рытвинами, колдобинами, пьяницами, <b><i>гололедом,</i></b> голодными собаками, сором, суетой, усталостью, досадой, еловыми перелесками, закатом в полнеба, тишиной, шумом, гарью, лестницами вверх, лестницами вниз -- везде, на протяжении всего пути -- чьи-то безымянные руки, безымянные руки, безымянные руки -- подавали мне сумки в троллейбус, помогали снять их с троллейбуса, подносили к метро, помогали затащить в поезд, подсаживали, подсобляли, снова несли, передавая друг другу; это были совсем безымянные руки, потому что и люди были безымянны, я даже не успевал разглядеть их лиц.	Таким образом, в условиях Томска и других северных городов соль и песок с солью не устраняют <b><i>гололеда,</i></b> а лишь сдвигают образование льда в область более низких температур; иными словами, явление из временного превращается в постоянное.	COMPARE	4.0	4	4	4	4	4
гололед	Мэрия обязала врачей в травмопунктах опрашивать пострадавших от <b><i>гололеда</i></b> на предмет выяснения точных мест падения.	И никто не позаботился о людях, которые будут подниматься по этим ступенькам в <b><i>гололед.</i></b>	LATER	3.8	4	4	3	4	4
гололед	На севере приходится решать, как предохранить провода от пробоев, возникающих во время снежных бурь, и как предотвратить пляску проводов, наступающую во время <b><i>гололеда.</i></b>	Елена Михайловна тоже интересуется <b><i>гололедом.</i></b>	EARLIER	4.0	4	4	4	4	4
гололед	"На смену ""мерсу"" пришел Seat, разбитый на МКАД во время <b><i>гололеда,</i></b> потом была подержанная Audi A6."	"По телевидению и радио дикторы каждый божий час повторяли сводку погоды в столице и по стране, твердили: ""Берегитесь <b><i>гололеда!</i></b>"	COMPARE	4.0	4	4	4	4	4
гололед	На улице слякоть, <b><i>гололед,</i></b> где-то ругаются шоферы и матерятся падающие женщины, а мужчины (не падающие) вовсе и не подают им рук, а стараются рассмотреть цвет белья или -- того хуже -- ничего не стараются: так идут и стремятся, не упасть стремятся.	Нынче они явились сразу после работы, получив вчера по открытке: мать сообщала, что в <b><i>гололед</i></b> сломала руку, но чтоб они не переживали, так как она теперь, слава богу, не одна, а сдает полкомнаты очень культурной и скромной девушке, студентке МАИ.	EARLIER	3.8	3	4	4	4	4
гололед	Нам не страшен <b><i>гололед!</i></b>	Следует отметить, что несмотря на отрицательные свойства, хлориды применяются при уборке снега и против <b><i>гололеда</i></b> в других странах, таких как Канада, Англия, США, так как являются наиболее эффективным и дешевым средством.	EARLIER	3.8	4	3	4	4	4
гололед	Не успеваешь на каком-то участке, наступает ночь, <b><i>гололед,</i></b> что характерно для осенне-весеннего периода.	-- Теперь мы не плавим снег, -- уточнил Ушков, -- только предотвращаем образование <b><i>гололеда.</i></b>	LATER	4.0	4	4	4	4	4
гололед	Непригодны для <b><i>гололеда.</i></b>	<b><i>Гололед.</i></b>	LATER	4.0	4	4	4	4	4
гололед	Овен (с 21 марта по 20 апреля) Здоровье: Астрологи советовали Овнам, особенно родившимся с 27 по 31 марта, быть крайне внимательными -- повышается вероятность падений, переломов и прочих травм, особенно в <b><i>гололед.</i></b>	Самой скучной была мысль, что там, в Москве, среди снегов и <b><i>гололеда,</i></b> Владимир Иванович разведен, бирюк, бобыль и, быть может, ленивый бабник.	COMPARE	3.8	3	4	4	4	4
гололед	Они надежны, пока грозы, бури или <b><i>гололед</i></b> не порвут провода или не свалят опору.	Вдруг ударил мороз, начался <b><i>гололед.</i></b>	EARLIER	4.0	4	4	4	4	4
гололед	Петербургские зимы славны равно сосульками и <b><i>гололедом.</i></b>	Увы, несмотря на наши публикации, негативные процессы, идущие на улицах города, продолжают нарастать, как снежный ком, пугая дубненцев то <b><i>гололедом,</i></b> то слякотью, то сугробами.	LATER	4.0	4	4	4	4	4
гололед	По лужам, с заквашенным в них снегом, и по остаткам <b><i>гололеда,</i></b> глядя под ноги, я пошел к автобусной остановке среди унылых домов-дворняг, раскорячив ноги и высматривая на труднопроходимом тротуаре волшебную нить, по которой будет пролегать очередной участок моего пути; приходилось еще приглядывать за не в меру ретивыми машинами, чтобы при неожиданной коварной подаче снизу в виде грязевого фонтана оказаться на высоте в этой увлекательной игре и как раз вовремя отпрыгнуть, невольно втянув живот.	В середине марта все растаяло, а потом подморозило, и образовался <b><i>гололед.</i></b>	COMPARE	4.0	4	4	4	4	4
гололед	Подняла голову, забыв бояться велосипедистов (а им, немецким сорвиголовам, не страшен <b><i>гололед),</i></b> и что же: в небе.	Мы привыкли, что зимой <b><i>гололед,</i></b> значит, надо падать и ломать руки-ноги.	COMPARE	4.0	4	4	4	4	4
гололед	Попадая на <b><i>гололед,</i></b> джип норовил пуститься в вальсок.	Вот и остались в городе два вида транспорта: по железной дороге пыхтели паровозы, а на крутых городских улицах, покачивая шеей в такт своим шагам, напрягаясь всем телом, оскальзываясь и больно -- но молча ведь, молча! -- падая в <b><i>гололед,</i></b> разбрызгивая грязь глухой осенью и затяжной весной, задыхаясь летней пылью, шли и шли лошади, увозя с заводов ящики с сытыми боками сально блестевших снарядов, а от санитарных составов -- раненых, укрытых серыми суконными одеялами, скрипучей зимой приволакивая из деревень возы сена для собственного же пропитания и много разных других вообразимых и невообразимых грузов.	COMPARE	4.0	4	4	4	4	4
гололед	Потому замечу, что сегодняшний торговый моряк рискует в сто раз меньше, нежели вы, когда едете в такси по Москве в февральский <b><i>гололед</i></b> и, опаздывая на самолет, торопите и понукаете шофера.	А там авторитетно обещают заморозки на почве и <b><i>гололед.</i></b>	EARLIER	3.4	4	3	4	4	2
гололед	Потребитель, эксплуатирующий ВЛ, должен контролировать процесс <b><i>гололедообразования</i></b> на ВЛ и обеспечивать своевременное включение схем плавки <b><i>гололеда;</i></b> ВЛ, на которых производится плавка <b><i>гололеда,</i></b> должны быть, как правило, оснащены устройствами автоматического контроля и сигнализации <b><i>гололедообразования</i></b> и процесса плавки, а также закорачивающими коммутационными аппаратами.	По <b><i>гололеду</i></b> тормоза не держали.	LATER	3.4	4	4	1	4	4
гололед	Поэтому мокрый снег, туман, <b><i>гололед.</i></b>	Когда же температура понижается до минус 8-10C, соленый снег замерзает; образуется <b><i>гололед</i></b> и колеи на дорогах, которые остаются на всю зиму.	EARLIER	4.0	4	4	4	4	4
гололед	Правда, оно было куда легче переносимо мною чем, например, обивка <b><i>гололеда,</i></b> рытье мерзлых 1,5--2 метровых рвов, в снежную метель, рубка дров по колени и выше в снегу, в стареньких ботиночках и холодной телогрейке.	Нигде в мире вы, например, не найдете специальных монастырей для вдов погибших в <b><i>гололед</i></b> таксистов.	EARLIER	3.0	3	4	4	1	3
гололед	Реальная статистика показывает, что число дорожно-транспортных происшествий действительно вырастает во время первых <b><i>гололедов,</i></b> когда еще не все водители успевают перестроить свои реакции с летней ситуации на зимнюю.	2.3.9. Внеочередные осмотры ВЛ или их участков должны проводиться при образовании на проводах и тросах <b><i>гололеда,</i></b> при пляске проводов, во время ледохода и разлива рек, при пожарах в зоне трассы ВЛ, после сильных бурь, ураганов и других стихийных бедствий, а также после отключения ВЛ релейной защитой и неуспешного автоматического повторного включения, а после успешного повторного включения -- по мере необходимости.	LATER	3.2	4	4	4	2	2
гололед	С <b><i>гололедом</i></b> надо бороться!	Каких только способов не предлагали вездесущие изобретатели для предотвращения скольжения ног на тротуарах во время <b><i>гололеда.</i></b>	EARLIER	4.0	4	4	4	4	4
гололед	Сегодня (зима 2003-2004 годов) доработанный ХКМ официально признан одним из основных средств борьбы с <b><i>гололедом.</i></b>	"Зайцева ""Как же быть с <b><i>гололедом""</i></b> (1969, 1) заканчивается словами: ""Наверное, еще не одну зиму предстоит нам ходить и ездить по соленым тротуарам и улицам""."	COMPARE	4.0	4	4	4	4	4
гололед	Система полного привода нужна автомобилю скорее для езды по асфальту в <b><i>гололед</i></b> и снегопады, нежели для преодоления серьезного бездорожья.	Был <b><i>гололед,</i></b> и ездить следовало осторожнее, но мне думалось, машина идет медленно оттого, что за рулем добрый шофер.	COMPARE	4.0	4	4	4	4	4
гололед	Старушки шли с лыжными палками -- зима была, <b><i>гололед.</i></b>	<b><i>Гололед</i></b> на данном пути страшнее сосулек.	LATER	4.0	4	4	4	4	4
гололед	То и дело оскальзываясь на <b><i>гололеде,</i></b> Марина и Владислав, которого она держит под руку -- на первый взгляд кажется, просто нежная парочка, но так она его поддерживает -- подходят к парадному.	ГИБДД только обещает подсчитать, сколько автомобилистов стало жертвами <b><i>гололеда.</i></b>	LATER	3.8	4	4	4	3	4
гололед	Транспортная выгода данной акции до сих пор не нашла подтверждения, поскольку пешком до работы так же, а без <b><i>гололеда</i></b> -- и того быстрее.	Это явление мы называем <b><i>гололедом.</i></b>	COMPARE	3.6	4	4	4	2	4
